gene_symbol	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
ABCC4	ABCC4	False	False	False	13.1762016093702	1	True	True	0.013313474303095029	-2.5615839910658695	0.64997494
ABCC5	ABCC5	False	False	False	15.9950314217365	1	True	True	0.021528514941736167	-2.573600878396188	0.64068514
ABCD1	ABCD1	False	False	False	3.09165823024512	1	True	False	0.010355890074635811	-5.064935491565907	-1.285268
ABCD2	ABCD2	False	False	False	1.37217741084832	1	True	False	0.0030083061953852077	-5.160978543219399	-1.3595151
ABCD3	ABCD3	False	False	False	15.1728708635715	1	True	False	0.02910444822114593	-3.8076413890903833	-0.31330317
ABCD4	ABCD4	False	False	False	15.5240070570273	1	True	False	0.035826560338123196	-4.23780084005656	-0.64584255
ABCE1	ABCE1	False	False	False	71.4206829985171	1	True	True	0.11645591005629881	-2.311360413119226	0.84341294
ABCF1	ABCF1	False	False	False	54.9109756186639	1	True	False	0.10393144522274352	-3.1082032745042865	0.227405
ABCF2	ABCF2	False	False	False	20.5467457812788	1	True	False	0.034099001691921316	-3.548339428680792	-0.112847
ABCF3	ABCF3	False	False	False	8.35908190564733	1	True	False	0.031509955777512755	-5.015080126631115	-1.2467268
ABCG1	ABCG1	False	False	False	5.36477286154084	1	True	False	0.012606310137024797	-4.486425232353166	-0.83804435
ABCG2	ABCG2	False	False	False	4.48387076803914	1	True	False	0.006413516120338347	-1.5525416988315877	1.4300259
ABHD1	ABHD1	False	False	False	1.40042729115268	1	True	False	0.0035343876801965553	-6.108036017810655	-2.091648
ABHD10	ABHD10	False	False	False	19.9446780853085	1	True	False	0.03629407924004576	-3.52045158166296	-0.091288
ABHD11	ABHD11	False	False	False	8.92366566231599	1	True	False	0.019971988024214505	-3.947965011435066	-0.42178187
ABHD12	ABHD12	False	False	False	16.604684878294	1	True	False	0.031202719208402226	-3.9141607804558034	-0.39564914
ABHD13	ABHD13	False	False	False	18.5778642533953	1	True	False	0.04479661573403525	-4.382500299790107	-0.7577041
ABHD14A	ABHD14A	False	False	False	22.8619825583905	1	True	False	0.06226518196189371	-3.5247903170971147	-0.09464211
ABHD14B	ABHD14B	False	False	False	52.8046278827445	1	True	False	0.12779704782079299	-2.77884227136646	0.48202106
ABHD15	ABHD15	False	False	False	8.13997776837083	1	True	False	0.0119065103010099	-3.3667172346533523	0.027557993
ABHD16A	ABHD16A	False	False	False	8.97311166216951	1	True	False	0.01738599184196641	-3.612052856839836	-0.16210136
ABHD17A	ABHD17A	False	False	False	18.0446184298928	1	True	False	0.05887556178299861	-4.103792083761022	-0.5422457
ABHD17B	ABHD17B	False	False	False	14.2684207554435	1	True	False	0.030016622074044975	-3.442767635719209	-0.03123359
ABHD17C	ABHD17C	False	False	False	2.21367778351501	1	True	False	0.0029716291521375386	-4.002993643524523	-0.46432236
ABHD18	ABHD18	False	False	False	12.4053836323264	1	True	False	0.021569063922286285	-3.672785692707086	-0.20905153
ABHD2	ABHD2	False	False	False	37.9945817898032	1	True	True	0.06197205945737046	-2.1754036490004385	0.94851583
ABHD3	ABHD3	False	False	False	18.6304933108766	1	True	False	0.05386469755191899	-4.694481037729207	-0.99888414
ABHD4	ABHD4	False	False	False	2.66535763702462	1	True	False	0.008012140393243081	-3.584395964586388	-0.14072089
ABHD5	ABHD5	False	False	False	24.4860817518561	1	True	True	0.062328406018198834	-1.8843514485577133	1.1735169
ABHD6	ABHD6	False	False	False	1.72148361894528	1	True	False	0.007690200170839395	-5.404774672541429	-1.5479842
ABHD8	ABHD8	False	False	False	4.81759695220629	1	True	False	0.011422326775121327	-5.108953823667346	-1.3192968
ABI1	ABI1	False	False	False	63.8100071345196	1	True	False	0.13069347450008242	-3.118015864335037	0.21981926
ABI2	ABI2	False	False	False	23.4175593410831	1	True	False	0.03902749851725199	-3.5932216138203463	-0.14754365
ABI3	ABI3	False	False	False	12.145359947944	1	True	True	0.039826307352606484	-1.9508294470811254	1.1221253
ABL1	ABL1	False	False	False	9.09214435488088	1	True	False	0.018889629301313698	-4.835232094687063	-1.1076932
ABL2	ABL2	False	False	False	11.2626939658317	1	True	False	0.03331531010405892	-4.308098766051098	-0.70018715
ABLIM1	ABLIM1	False	False	False	20.575651869171	1	True	False	0.07440262057928744	-3.050063153466416	0.27235085
ABO	ABO	False	False	False	6.53027435338462	1	True	False	0.011178285577951856	-2.8119623943286043	0.4564172
ABR	ABR	False	False	False	9.2337074989491	1	True	False	0.021443163135112367	-4.419201171490126	-0.78607607
ABRACL	ABRACL	False	False	False	154.431466449378	1	True	False	0.3311603459268813	-2.275982823209312	-1.1988361
ABT1	ABT1	False	False	False	30.7262174131204	1	True	False	0.09477412418309368	-3.9703270980870684	-0.43906912
ABTB1	ABTB1	False	False	False	19.6676435167457	1	True	False	0.08203257690474909	-3.5515366905471795	-0.11531868
ABTB2	ABTB2	False	False	False	1.024985016473	1	True	False	0.0024066206945632528	-5.258760667181115	-1.4351066
ACAA1	ACAA1	False	False	False	39.1884767880537	1	True	False	0.09076941025709252	-3.27561563424117	0.09798507
ACAA2	ACAA2	False	False	False	55.6116293016644	1	True	True	0.08250481991748827	-2.2781276568282003	0.8691039
ACACA	ACACA	False	False	False	9.34727216462265	1	True	False	0.012781510091227978	-4.197603811272332	-0.61476785
ACACB	ACACB	False	False	False	2.96779935627473	1	True	False	0.007368957424711245	-5.588911692882497	-1.6903334
ACAD10	ACAD10	False	False	False	4.85879890321302	1	True	False	0.012284455554680723	-5.231017811785198	-1.4136597
ACAD11	ACAD11	False	False	False	2.37057275260795	1	True	False	0.003177542802319629	-3.723688928382046	-0.24840282
ACAD8	ACAD8	False	False	False	9.26846113356279	1	True	False	0.021000782787847155	-4.575761780114234	-0.90710694
ACAD9	ACAD9	False	False	False	12.6205336930417	1	True	False	0.02285604610280996	-2.9526932682411835	0.34762368
ACADM	ACADM	False	False	False	70.4195639127167	1	True	True	0.11119657462589273	-1.9483293210900616	1.124058
ACADS	ACADS	False	False	False	18.2667974500282	1	True	True	0.04456750544850984	-2.121142251000642	0.99046314
ACADSB	ACADSB	False	False	False	10.5663611347304	1	True	False	0.02495959174106614	-4.874805171382292	-1.1382856
ACADVL	ACADVL	False	False	False	88.0644240930077	1	True	True	0.1757376090807812	-1.688980521799265	1.3245504
ACAP1	ACAP1	False	False	False	59.5603246231	1	True	False	0.28263720301469203	-1.9888350679858136	-0.9416891
ACAP2	ACAP2	False	False	False	72.9645644363554	1	True	True	0.15375384660478883	-2.050512035686586	1.0450646
ACAP3	ACAP3	False	False	False	10.7537076182347	1	True	False	0.03383978080720346	-4.9658847258707	-1.2086957
ACAT1	ACAT1	False	False	False	69.5328917925671	1	True	True	0.1327448614979611	-1.4877278167686343	1.480131
ACAT2	ACAT2	False	False	False	28.3969793926498	1	True	True	0.05240964772453868	-2.512744502867184	0.68773085
ACBD3	ACBD3	False	False	False	20.4458944916877	1	True	False	0.037224084003302536	-4.029999045474186	-0.48519915
ACBD4	ACBD4	False	False	False	4.27490223038929	1	True	False	0.0077511152868066785	-4.886421663525503	-1.1472659
ACBD5	ACBD5	False	False	False	15.5924004532202	1	True	False	0.0335246596683683	-3.7417589588730973	-0.26237205
ACBD6	ACBD6	False	False	False	41.6003283048433	1	True	False	0.07348280994405454	-2.8451607105531638	0.43075287
ACBD7	ACBD7	False	False	False	1.14151223312575	1	True	False	0.0011753601766601462	-4.099628576849992	-0.53902704
ACCS	ACCS	False	False	False	4.7511155797754	1	True	False	0.009774545843634786	-3.656949329328218	-0.19680905
ACD	ACD	False	False	False	16.2238050162081	1	True	False	0.03315686429025139	-4.151169496418952	-0.5788713
ACER3	ACER3	False	False	False	17.0061676250932	1	True	False	0.03509546669250802	-3.409409599528916	-0.0054458
ACHE	ACHE	False	False	False	9.45315399869711	1	True	True	0.03127959296214153	-0.6554242015844405	2.1235523
ACIN1	ACIN1	False	False	False	71.9167234998664	1	True	True	0.11708872988303712	-1.9017222770248892	1.1600882
ACKR1	ACKR1	False	True	True	8.47015278915407	1	True	True	0.018287668322637063	-0.4073741997975059	2.31531
ACKR2	ACKR2	False	False	True	1.08902868144931	1	True	False	0.0018570561258374877	-4.857242510015419	-1.1247087
ACLY	ACLY	False	False	False	30.0918188293614	1	True	False	0.05247161670868523	-3.041076697487623	0.27929792
ACO1	ACO1	False	False	False	8.81155022945049	1	True	False	0.016828814200752742	-3.85349423550254	-0.3487502
ACO2	ACO2	False	False	False	32.7997688205129	1	True	True	0.0602516876547457	-2.4286143277644623	0.7527686
ACOT11	ACOT11	False	False	False	3.36687521139765	1	True	False	0.001045687144893087	-4.033657876550688	-0.48802766
ACOT13	ACOT13	False	False	False	32.6602529955751	1	True	True	0.03934321250554022	-2.242662213939559	0.89652085
ACOT2	ACOT2	False	False	False	6.49154883022309	1	True	False	0.014602507312384728	-3.987496937210975	-0.45234245
ACOT4	ACOT4	False	False	False	1.54474100601813	1	True	False	0.005156744486985093	-4.5506049423737975	-0.8876592
ACOT7	ACOT7	False	False	False	17.1970034826656	1	True	True	0.02326664376035792	-2.2034294235795695	0.9268502
ACOT8	ACOT8	False	False	False	15.5050528863983	1	True	False	0.037974256136871706	-4.1631767458888875	-0.5881536
ACOT9	ACOT9	False	False	False	18.8599990524201	1	True	False	0.04558367608805025	-3.6828127279410188	-0.21680303
ACOX1	ACOX1	False	False	False	14.4235300166937	1	True	False	0.02286110169136142	-3.376189030962442	0.02023572
ACOX3	ACOX3	False	False	False	4.81147691893639	1	True	False	0.014548636137637102	-5.44344223007941	-1.5778767
ACP1	ACP1	False	False	False	143.330193417799	1	True	True	0.29841339552363694	-0.28096237479698727	0.58774734
ACP2	ACP2	False	False	False	5.68452479258133	1	True	False	0.012885593348750685	-4.397915546787169	-0.76962095
ACP5	ACP5	False	False	False	9.11850201315158	1	True	False	0.026172831340201454	-3.0792607224324526	0.24977934
ACP6	ACP6	False	False	False	4.37411828455178	1	True	False	0.013733064124609642	-5.094535369568715	-1.3081504
ACPP	ACPP	False	False	False	4.4944244545808	1	True	False	0.008699110891379836	-3.095857690384009	0.23694888
ACRBP	ACRBP	False	False	False	2.94788584023343	1	True	False	0.006854314067871393	-4.931270212269348	-1.1819365
ACSBG1	ACSBG1	False	False	False	2.33570114263396	1	True	False	0.003107359361420763	-2.9058300515404114	0.3838518
ACSF2	ACSF2	False	False	False	6.2770869404256	1	True	False	0.006449910595612999	-3.975630683036875	-0.44316912
ACSF3	ACSF3	False	False	False	16.9706876497121	1	True	False	0.03508156006746331	-4.199441385842486	-0.6161884
ACSL1	ACSL1	False	False	False	16.6920553437906	1	True	True	0.03844866070906738	-2.4048018748255915	0.77117705
ACSL3	ACSL3	False	False	False	25.4766037647383	1	True	False	0.050704160147929174	-3.38200071903403	0.015742932
ACSL4	ACSL4	False	False	False	36.7492694948538	1	True	True	0.05387205011997578	-2.350956677101783	0.8128027
ACSL5	ACSL5	False	False	False	20.9405112745132	1	True	False	0.03457063336549379	-3.6275292846316867	-0.17406558
ACSL6	ACSL6	False	False	False	10.3150553871123	1	True	True	0.0484181600798789	-0.15442153815352577	2.5108578
ACSM3	ACSM3	False	False	False	15.6230917552584	1	True	True	0.019909446518079518	-1.9620480089130028	1.1134527
ACSS1	ACSS1	False	False	False	31.7194098468981	1	True	True	0.05459240661671461	-1.777470463152341	1.2561424
ACSS2	ACSS2	False	False	False	8.31129614791265	1	True	False	0.019943643114534775	-4.434378227563213	-0.7978088
ACTA2	ACTA2	False	False	False	4.89910875618259	1	True	False	0.015998362673685245	-3.9369423641906964	-0.4132607
ACTB	ACTB	False	False	False	4208.89675400309	1	True	False	2.6996881475743395	2.197082525489935	0.164663
ACTG1	ACTG1	False	False	False	1055.34146914011	1	True	False	1.260853020323726	0.35029851302459386	0.07621167
ACTG2	ACTG2	False	False	False	1.16802048895612	1	True	False	0.0037512329554575353	-3.898103194075929	-0.38323566
ACTL6A	ACTL6A	False	False	False	44.4445273108694	1	True	True	0.06150086977922937	-1.745133420495396	1.2811408
ACTN1	ACTN1	False	False	False	29.7214681635278	1	True	True	0.07476283238044054	-2.5553719133216317	0.6547772
ACTN4	ACTN4	False	False	False	52.3486140715339	1	True	True	0.09636249929739658	-2.5877434233655134	0.6297521
ACTR10	ACTR10	False	False	False	41.299089795964	1	True	True	0.08469376338036799	-2.244497649114557	0.89510196
ACTR1A	ACTR1A	False	False	False	26.3371101645766	1	True	False	0.05601667928532802	-2.953736601960232	0.34681714
ACTR1B	ACTR1B	False	False	False	22.803998897579	1	True	False	0.06863155467354665	-4.4585223671993734	-0.8164737
ACTR2	ACTR2	False	True	True	234.806155793709	1	True	False	0.4403931702178747	-0.7137979150467442	0.20013389
ACTR3	ACTR3	False	False	False	174.801330187884	1	True	False	0.34064238773252725	-1.6013680479365704	-0.5947041
ACTR3B	ACTR3B	False	False	False	3.33065158106675	1	True	False	0.005591961488488681	-4.589686333790166	-0.9178715
ACTR3C	ACTR3C	False	False	False	2.84192919008523	1	True	False	0.00716419255260066	-4.573972684159388	-0.90572387
ACTR5	ACTR5	False	False	False	5.92882293831571	1	True	False	0.016967388756638294	-5.351552718499268	-1.5068405
ACTR6	ACTR6	False	False	False	29.3546295987454	1	True	False	0.05969179065378537	-3.4311118552332287	-0.022222962
ACTR8	ACTR8	False	False	False	8.45976847728952	1	True	False	0.01607381851684519	-4.205534058659476	-0.6208984
ACVR1	ACVR1	False	True	True	3.05322701366797	1	True	False	0.010573310977188683	-5.285127050734687	-1.4554894
ACVR1B	ACVR1B	False	True	True	3.28384347558679	1	True	False	0.009464539658838625	-4.74359958709871	-1.0368557
ACVR2A	ACVR2A	False	True	True	3.04968813617872	1	True	False	0.006694597560623328	-5.40380003939406	-1.5472308
ACVR2B	ACVR2B	False	True	True	2.59988758268973	1	True	False	0.002180142611117612	-4.244679272462422	-0.65116
ACY1	ACY1	False	False	False	3.19807579252071	1	True	False	0.004632061653395839	-3.368878741084609	0.025887018
ACY3	ACY3	False	False	False	6.03369578380026	1	True	True	0.017695822175936037	-0.9686947441488484	1.8813751
ACYP1	ACYP1	False	False	False	37.3898670241576	1	True	True	0.0714145426742645	-1.960937119409155	1.1143115
ACYP2	ACYP2	False	False	False	24.4363666767357	1	True	False	0.05300336752392354	-4.861820105582108	-1.1282474
ADA	ADA	False	True	False	47.7194068815021	1	True	True	0.0705420097526037	-2.0260490667271136	1.0639759
ADAL	ADAL	False	False	False	14.8728846034845	1	True	False	0.024941045242121308	-3.2160578854791604	0.14402683
ADAM10	ADAM10	False	True	True	49.9325903990949	1	True	False	0.1062322891970445	-2.854432132236734	0.4235855
ADAM15	ADAM15	False	True	True	17.0448132597741	1	True	False	0.04166044999868597	-3.169214494463864	0.18023962
ADAM17	ADAM17	False	True	True	26.758545581485	1	True	False	0.07050304546873243	-3.24894910779867	0.118599914
ADAM19	ADAM19	False	False	False	8.15030727102022	1	True	False	0.016238860908643668	-2.8957840883136248	0.39161795
ADAM22	ADAM22	False	False	True	1.69529083656121	1	True	False	0.004986329664877882	-5.357003868813415	-1.5110545
ADAM28	ADAM28	False	True	False	31.932909680575	1	True	True	0.07906081071966303	-1.1185669054248086	1.7655149
ADAM8	ADAM8	False	False	False	15.3050765878575	1	True	False	0.04466415592742632	-3.701753936357828	-0.23144574
ADAM9	ADAM9	False	True	False	7.17402091897403	1	True	False	0.01277767613957805	-3.37874108275828	0.018262828
ADAMTS1	ADAMTS1	False	False	False	1.10227175999621	1	True	False	0.002252392564187675	-4.500701921717962	-0.8490811
ADAMTS10	ADAMTS10	False	False	False	1.28333517973193	1	True	False	0.003288672460248119	-5.2151981411623165	-1.4014301
ADAMTS3	ADAMTS3	False	True	False	1.82095798767939	1	True	False	-4.464356127143735e-06		0.0
ADAMTS6	ADAMTS6	False	False	False	1.79490717372353	1	True	False	0.008460334024410232	-4.835429752066168	-1.107846
ADAMTSL4	ADAMTSL4	False	False	False	3.79004965509549	1	True	False	0.007413315669231707	-3.5681706823576564	-0.12817776
ADAP1	ADAP1	False	False	False	5.88395075339854	1	True	False	0.017877620868350184	-3.432278783502979	-0.02312507
ADAP2	ADAP2	False	False	False	5.86812292537649	1	True	False	0.018894315619903602	-3.1083839310796626	0.22726534
ADAR	ADAR	False	False	False	68.2290916306045	1	True	False	0.1673892675993412	-3.75427556579343	-0.27204815
ADARB1	ADARB1	False	False	False	6.37251118453078	1	True	False	0.03137606043597468	-4.307102492828383	-0.699417
ADAT1	ADAT1	False	False	False	10.4802969788241	1	True	False	0.024260629066765925	-3.6686657276649224	-0.20586655
ADAT2	ADAT2	False	False	False	13.1284402383816	1	True	False	0.020416297917446473	-3.5087343872313213	-0.0822299
ADAT3	ADAT3	False	False	False	1.1624161120528	1	True	False	0.0027817974279158663	-5.4768004401806945	-1.6036646
ADCK1	ADCK1	False	False	False	2.94079125960689	1	True	False	0.008329336040922454	-3.8085883657081565	-0.31403524
ADCK2	ADCK2	False	False	False	6.7458509435743	1	True	False	0.011145387142382003	-5.253427083043932	-1.4309834
ADCK5	ADCK5	False	False	False	4.72809146126136	1	True	False	0.011019724421647939	-5.200046026768059	-1.3897166
ADCY3	ADCY3	False	False	False	5.62509853910444	1	True	False	0.007747118923967849	-4.15523904731907	-0.5820173
ADCY6	ADCY6	False	False	False	1.45968670689918	1	True	False	0.0004634376883581265	-2.3252445398460457	0.8326797
ADCY7	ADCY7	False	False	True	24.100345805664	1	True	False	0.05613423271804987	-3.215124474167977	0.1447484
ADCY9	ADCY9	False	False	True	1.41869931613139	1	True	False	0.0073614455615310884	-5.338535493309019	-1.4967774
ADD1	ADD1	False	False	False	44.3638832055803	1	True	False	0.09911852902162736	-2.880439840292122	0.40347996
ADD2	ADD2	False	False	False	28.1590729124194	1	True	True	0.040774410267955995	-0.49268210583327493	2.2493618
ADD3	ADD3	False	False	False	76.2489855318874	1	True	False	0.19844872592230028	-2.8107006094643503	0.45739263
ADGRA2	ADGRA2	False	False	True	2.56139189634288	1	True	False	0.00348851071517454	-3.47558755168882	-0.05660538
ADGRA3	ADGRA3	False	True	False	5.95119661878527	1	True	False	0.008841346382958824	-3.7830808897637005	-0.2943164
ADGRE1	ADGRE1	False	False	False	3.79011174276157	1	True	False	0.014607006128205674	-2.9039874786691553	0.38527623
ADGRE2	ADGRE2	False	False	True	11.7226890842659	1	True	True	0.022753518053773878	-2.492982707900943	0.7030079
ADGRE3	ADGRE3	False	False	False	1.15201226458617	1	True	False	0.0037837542330316754	-3.5501860144618327	-0.114274524
ADGRE5	ADGRE5	False	False	True	44.5600503404	1	True	True	0.16222585474605028	-2.4020260368530857	0.77332294
ADGRG1	ADGRG1	False	False	True	11.0672705131516	1	True	True	0.023982709492456046	-2.206632732006073	0.9243738
ADGRG3	ADGRG3	False	False	True	1.21573358398202	1	True	False	0.00020244679997144678	-1.83127976270371	1.2145445
ADGRG5	ADGRG5	False	False	True	4.14940121507772	1	True	False	0.011857950640189074	-3.2440513362762236	0.12238619
ADGRG6	ADGRG6	False	False	False	5.20070416787038	1	True	False	0.0012826854421748059	-1.330444101400293	1.6017209
ADGRL1	ADGRL1	False	False	True	3.75392975847214	1	True	False	0.0024975332433072608	-3.742183815720674	-0.2627005
ADGRL2	ADGRL2	False	False	True	1.03606456109967	1	True	False	-0.0004418724038762274		0.0
ADH5	ADH5	False	False	False	48.3257904158333	1	True	True	0.0904713581160253	-2.7354397367815237	0.51557386
ADHFE1	ADHFE1	False	False	False	2.8058168591604	1	True	False	0.0074400438796988905	-4.573078964447655	-0.90503293
ADI1	ADI1	False	False	False	81.303634525997	1	True	True	0.1508183007381716	-2.307097228655386	0.84670866
ADIPOR1	ADIPOR1	False	False	True	57.7199061673909	1	True	True	0.13633685988579516	-0.7228726229166332	2.0714107
ADIPOR2	ADIPOR2	False	False	True	24.4555445540925	1	True	False	0.051565996029282406	-2.96435964177956	0.33860487
ADK	ADK	False	False	False	62.1902537512111	1	True	True	0.11424934370822883	-2.180340911078409	0.944699
ADM	ADM	False	True	False	6.29211902922768	1	True	True	0.018704951698777905	-2.665786080900197	0.5694204
ADNP	ADNP	False	False	False	29.5203605187896	1	True	False	0.06161557352423984	-3.132276129329542	0.20879522
ADNP-AS1	ADNP-AS1	False	False	False	1.33841255696161	1	True	False	0.0013895904512996628	-5.148691904777492	-1.3500167
ADNP2	ADNP2	False	False	False	15.943959430244	1	True	False	0.020282661172594103	-3.7658831393635976	-0.2810215
ADO	ADO	False	True	False	5.60876349626625	1	True	False	0.010322162535490053	-4.396094791994003	-0.76821345
ADORA2A	ADORA2A	False	True	True	1.25769124636682	1	True	False	-2.6762903390291826e-05		0.0
ADORA2A-AS1	ADORA2A-AS1	False	False	False	3.55514016365124	1	True	False	0.014408887878511996	-5.071456495570732	-1.2903091
ADORA2B	ADORA2B	False	False	True	1.61743414786773	1	True	False	0.0014337027209021464	-4.429389195828155	-0.79395205
ADPGK	ADPGK	False	False	False	45.8773759514291	1	True	False	0.11141386792886392	-3.408857136274065	-0.005018712
ADPGK-AS1	ADPGK-AS1	False	False	False	1.62567118115358	1	True	False	0.0016236906799518217	-4.181548461991089	-0.6023561
ADPRH	ADPRH	False	False	False	2.56955774027898	1	True	False	0.008653151088395579	-4.556437796887252	-0.89216834
ADPRHL2	ADPRHL2	False	False	False	11.1132073815815	1	True	False	0.031143911804854856	-4.39557232975534	-0.7678095
ADPRM	ADPRM	False	False	False	12.3905771919343	1	True	False	0.0390806011014657	-3.9944284190101422	-0.4577009
ADRA2A	ADRA2A	False	True	True	1.18503498342656	1	True	False	0.0020648336473464515	-4.1357235563778385	-0.56693065
ADRB2	ADRB2	False	True	True	7.24761221135709	1	True	False	0.019947600390493953	-3.3831598765107036	0.014846832
ADRM1	ADRM1	False	False	False	70.7452100560814	1	True	True	0.16550540836315292	-1.8652842573967972	1.188257
ADSL	ADSL	False	False	False	58.327210665469	1	True	True	0.1009131924622265	-1.8613564809023921	1.1912934
ADSS	ADSS	False	False	False	48.3395639793834	1	True	False	0.08667144391850722	-3.1669237447725083	0.1820105
ADSSL1	ADSSL1	False	False	False	1.44233119617171	1	True	False	0.002116980262722665	-4.993097980580085	-1.2297332
ADTRP	ADTRP	False	False	False	3.80745219524368	1	True	False	0.03360215804180876	-3.062696094418945	0.2625848
AEBP1	AEBP1	False	False	False	6.8417304576847	1	True	False	0.01297491715653592	-2.8468745352721463	0.429428
AEBP2	AEBP2	False	False	False	15.5812603420031	1	True	False	0.03008652321743268	-4.184847471013324	-0.6049064
AEN	AEN	False	False	False	10.4878017182964	1	True	False	0.030236359367389255	-4.028748940777694	-0.48423275
AES	AES	False	False	False	106.359193795919	1	True	False	0.4522631228957417	-1.7785094835654445	-0.75333804
AFF1	AFF1	False	False	False	40.2083935534489	1	True	True	0.07085334005335878	-1.700532552132915	1.3156201
AFF2	AFF2	False	False	False	2.5337956619498	1	True	False	0.0008133706630482255	-2.0269920421861283	1.063247
AFF3	AFF3	False	False	False	23.9352296673028	1	True	True	0.04231528848116508	-1.8457467729338972	1.2033606
